,season,seasonNumber,series,episode,inCompetition,immune,chef,challengeType,outcome,rating
5460,Masters Season 3,3.0,US Masters,2.0,True,False,Mary Sue Milliken,Quickfire,IN,
5461,Masters Season 3,3.0,US Masters,2.0,True,False,Naomi Pomeroy,Quickfire,IN,
5462,Masters Season 3,3.0,US Masters,2.0,True,False,Sue Zemanick,Quickfire,HIGH,
5463,Masters Season 3,3.0,US Masters,2.0,True,False,Suvir Saran,Quickfire,HIGH,
5464,Masters Season 3,3.0,US Masters,2.0,True,False,Traci Des Jardins,Quickfire,IN,
5465,Masters Season 3,3.0,US Masters,2.0,False,False,John Rivera Sedlar,Quickfire,,
5466,Masters Season 3,3.0,US Masters,2.0,True,False,Alex Stratta,Elimination,LOW,
5467,Masters Season 3,3.0,US Masters,2.0,True,False,Celina Tio,Elimination,IN,
5468,Masters Season 3,3.0,US Masters,2.0,True,False,Floyd Cardoz,Elimination,HIGH,
5469,Masters Season 3,3.0,US Masters,2.0,True,False,George Mendes,Elimination,IN,
5470,Masters Season 3,3.0,US Masters,2.0,True,False,Hugh Acheson,Elimination,IN,
5471,Masters Season 3,3.0,US Masters,2.0,True,False,John Currence,Elimination,HIGH,
5472,Masters Season 3,3.0,US Masters,2.0,True,False,Mary Sue Milliken,Elimination,WIN,
5473,Masters Season 3,3.0,US Masters,2.0,True,False,Naomi Pomeroy,Elimination,IN,
5474,Masters Season 3,3.0,US Masters,2.0,True,False,Sue Zemanick,Elimination,OUT,
5475,Masters Season 3,3.0,US Masters,2.0,True,False,Suvir Saran,Elimination,LOW,
5476,Masters Season 3,3.0,US Masters,2.0,True,False,Traci Des Jardins,Elimination,IN,
5477,Masters Season 3,3.0,US Masters,2.0,False,False,John Rivera Sedlar,Elimination,,
5478,Masters Season 3,3.0,US Masters,3.0,True,False,Alex Stratta,Quickfire,IN,
5479,Masters Season 3,3.0,US Masters,3.0,True,False,Celina Tio,Quickfire,IN,
5480,Masters Season 3,3.0,US Masters,3.0,True,False,Floyd Cardoz,Quickfire,IN,
5481,Masters Season 3,3.0,US Masters,3.0,True,False,George Mendes,Quickfire,LOW,
5482,Masters Season 3,3.0,US Masters,3.0,True,False,Hugh Acheson,Quickfire,WIN,
5483,Masters Season 3,3.0,US Masters,3.0,True,False,John Currence,Quickfire,IN,
5484,Masters Season 3,3.0,US Masters,3.0,True,False,Mary Sue Milliken,Quickfire,HIGH,
5485,Masters Season 3,3.0,US Masters,3.0,True,False,Naomi Pomeroy,Quickfire,IN,
5486,Masters Season 3,3.0,US Masters,3.0,True,False,Suvir Saran,Quickfire,LOW,
5487,Masters Season 3,3.0,US Masters,3.0,True,False,Traci Des Jardins,Quickfire,IN,
5488,Masters Season 3,3.0,US Masters,3.0,False,False,John Rivera Sedlar,Quickfire,,
5489,Masters Season 3,3.0,US Masters,3.0,False,False,Sue Zemanick,Quickfire,,
5490,Masters Season 3,3.0,US Masters,3.0,True,False,Alex Stratta,Elimination,IN,
5491,Masters Season 3,3.0,US Masters,3.0,True,False,Celina Tio,Elimination,LOW,
5492,Masters Season 3,3.0,US Masters,3.0,True,False,Floyd Cardoz,Elimination,IN,
5493,Masters Season 3,3.0,US Masters,3.0,True,False,George Mendes,Elimination,IN,
5494,Masters Season 3,3.0,US Masters,3.0,True,False,Hugh Acheson,Elimination,IN,
5495,Masters Season 3,3.0,US Masters,3.0,True,False,John Currence,Elimination,OUT,
5496,Masters Season 3,3.0,US Masters,3.0,True,False,Mary Sue Milliken,Elimination,LOW,
5497,Masters Season 3,3.0,US Masters,3.0,True,False,Naomi Pomeroy,Elimination,WIN,
5498,Masters Season 3,3.0,US Masters,3.0,True,False,Suvir Saran,Elimination,HIGH,
5499,Masters Season 3,3.0,US Masters,3.0,True,False,Traci Des Jardins,Elimination,IN,
5500,Masters Season 3,3.0,US Masters,3.0,False,False,John Rivera Sedlar,Elimination,,
5501,Masters Season 3,3.0,US Masters,3.0,False,False,Sue Zemanick,Elimination,,
5502,Masters Season 3,3.0,US Masters,4.0,True,False,Alex Stratta,Quickfire,IN,
5503,Masters Season 3,3.0,US Masters,4.0,True,False,Celina Tio,Quickfire,IN,
5504,Masters Season 3,3.0,US Masters,4.0,True,False,Floyd Cardoz,Quickfire,LOW,
5505,Masters Season 3,3.0,US Masters,4.0,True,False,George Mendes,Quickfire,LOW,
5506,Masters Season 3,3.0,US Masters,4.0,True,False,Hugh Acheson,Quickfire,IN,
5507,Masters Season 3,3.0,US Masters,4.0,True,False,Mary Sue Milliken,Quickfire,IN,
5508,Masters Season 3,3.0,US Masters,4.0,True,False,Naomi Pomeroy,Quickfire,HIGH,
5509,Masters Season 3,3.0,US Masters,4.0,True,False,Suvir Saran,Quickfire,IN,
5510,Masters Season 3,3.0,US Masters,4.0,True,False,Traci Des Jardins,Quickfire,WIN,
5511,Masters Season 3,3.0,US Masters,4.0,False,False,John Currence,Quickfire,,
5512,Masters Season 3,3.0,US Masters,4.0,False,False,John Rivera Sedlar,Quickfire,,
5513,Masters Season 3,3.0,US Masters,4.0,False,False,Sue Zemanick,Quickfire,,
5514,Masters Season 3,3.0,US Masters,4.0,True,False,Alex Stratta,Elimination,LOW,
5515,Masters Season 3,3.0,US Masters,4.0,True,False,Celina Tio,Elimination,IN,
5516,Masters Season 3,3.0,US Masters,4.0,True,False,Floyd Cardoz,Elimination,WIN,
5517,Masters Season 3,3.0,US Masters,4.0,True,False,George Mendes,Elimination,HIGH,
5518,Masters Season 3,3.0,US Masters,4.0,True,False,Hugh Acheson,Elimination,IN,
5519,Masters Season 3,3.0,US Masters,4.0,True,False,Mary Sue Milliken,Elimination,LOW,
5520,Masters Season 3,3.0,US Masters,4.0,True,False,Naomi Pomeroy,Elimination,HIGH,
5521,Masters Season 3,3.0,US Masters,4.0,True,False,Suvir Saran,Elimination,OUT,
5522,Masters Season 3,3.0,US Masters,4.0,True,False,Traci Des Jardins,Elimination,IN,
5523,Masters Season 3,3.0,US Masters,4.0,False,False,John Currence,Elimination,,
5524,Masters Season 3,3.0,US Masters,4.0,False,False,John Rivera Sedlar,Elimination,,
5525,Masters Season 3,3.0,US Masters,4.0,False,False,Sue Zemanick,Elimination,,
5526,Masters Season 3,3.0,US Masters,5.0,True,False,Alex Stratta,Quickfire,HIGH,
5527,Masters Season 3,3.0,US Masters,5.0,True,False,Celina Tio,Quickfire,HIGH,
5528,Masters Season 3,3.0,US Masters,5.0,True,False,Floyd Cardoz,Quickfire,IN,
5529,Masters Season 3,3.0,US Masters,5.0,True,False,George Mendes,Quickfire,LOW,
5530,Masters Season 3,3.0,US Masters,5.0,True,False,Hugh Acheson,Quickfire,IN,
5531,Masters Season 3,3.0,US Masters,5.0,True,False,Mary Sue Milliken,Quickfire,LOW,
5532,Masters Season 3,3.0,US Masters,5.0,True,False,Naomi Pomeroy,Quickfire,WIN,
5533,Masters Season 3,3.0,US Masters,5.0,True,False,Traci Des Jardins,Quickfire,IN,
5534,Masters Season 3,3.0,US Masters,5.0,False,False,John Currence,Quickfire,,
5535,Masters Season 3,3.0,US Masters,5.0,False,False,John Rivera Sedlar,Quickfire,,
5536,Masters Season 3,3.0,US Masters,5.0,False,False,Sue Zemanick,Quickfire,,
5537,Masters Season 3,3.0,US Masters,5.0,False,False,Suvir Saran,Quickfire,,
5538,Masters Season 3,3.0,US Masters,5.0,True,False,Alex Stratta,Elimination,LOW,
5539,Masters Season 3,3.0,US Masters,5.0,True,False,Celina Tio,Elimination,LOW,
5540,Masters Season 3,3.0,US Masters,5.0,True,False,Floyd Cardoz,Elimination,HIGH,
5541,Masters Season 3,3.0,US Masters,5.0,True,False,George Mendes,Elimination,OUT,
5542,Masters Season 3,3.0,US Masters,5.0,True,False,Hugh Acheson,Elimination,IN,
5543,Masters Season 3,3.0,US Masters,5.0,True,False,Mary Sue Milliken,Elimination,WIN,
5544,Masters Season 3,3.0,US Masters,5.0,True,False,Naomi Pomeroy,Elimination,IN,
5545,Masters Season 3,3.0,US Masters,5.0,True,False,Traci Des Jardins,Elimination,HIGH,
5546,Masters Season 3,3.0,US Masters,5.0,False,False,John Currence,Elimination,,
5547,Masters Season 3,3.0,US Masters,5.0,False,False,John Rivera Sedlar,Elimination,,
5548,Masters Season 3,3.0,US Masters,5.0,False,False,Sue Zemanick,Elimination,,
5549,Masters Season 3,3.0,US Masters,5.0,False,False,Suvir Saran,Elimination,,
5550,Masters Season 3,3.0,US Masters,6.0,True,False,Alex Stratta,Quickfire,HIGH,
5551,Masters Season 3,3.0,US Masters,6.0,True,False,Celina Tio,Quickfire,LOW,
5552,Masters Season 3,3.0,US Masters,6.0,True,False,Floyd Cardoz,Quickfire,LOW,
5553,Masters Season 3,3.0,US Masters,6.0,True,False,Hugh Acheson,Quickfire,LOW,
5554,Masters Season 3,3.0,US Masters,6.0,True,False,Mary Sue Milliken,Quickfire,IN,
5555,Masters Season 3,3.0,US Masters,6.0,True,False,Naomi Pomeroy,Quickfire,HIGH,
5556,Masters Season 3,3.0,US Masters,6.0,True,False,Traci Des Jardins,Quickfire,WIN,
5557,Masters Season 3,3.0,US Masters,6.0,False,False,George Mendes,Quickfire,,
5558,Masters Season 3,3.0,US Masters,6.0,False,False,John Currence,Quickfire,,
5559,Masters Season 3,3.0,US Masters,6.0,False,False,John Rivera Sedlar,Quickfire,,
5560,Masters Season 3,3.0,US Masters,6.0,False,False,Sue Zemanick,Quickfire,,
5561,Masters Season 3,3.0,US Masters,6.0,False,False,Suvir Saran,Quickfire,,
5562,Masters Season 3,3.0,US Masters,6.0,True,False,Alex Stratta,Elimination,OUT,
5563,Masters Season 3,3.0,US Masters,6.0,True,False,Celina Tio,Elimination,LOW,
5564,Masters Season 3,3.0,US Masters,6.0,True,False,Floyd Cardoz,Elimination,LOW,
5565,Masters Season 3,3.0,US Masters,6.0,True,False,Hugh Acheson,Elimination,HIGH,
5566,Masters Season 3,3.0,US Masters,6.0,True,False,Mary Sue Milliken,Elimination,HIGH,
5567,Masters Season 3,3.0,US Masters,6.0,True,False,Naomi Pomeroy,Elimination,HIGH,
5568,Masters Season 3,3.0,US Masters,6.0,True,False,Traci Des Jardins,Elimination,WIN,
5569,Masters Season 3,3.0,US Masters,6.0,False,False,George Mendes,Elimination,,
5570,Masters Season 3,3.0,US Masters,6.0,False,False,John Currence,Elimination,,
5571,Masters Season 3,3.0,US Masters,6.0,False,False,John Rivera Sedlar,Elimination,,
5572,Masters Season 3,3.0,US Masters,6.0,False,False,Sue Zemanick,Elimination,,
5573,Masters Season 3,3.0,US Masters,6.0,False,False,Suvir Saran,Elimination,,
5574,Masters Season 3,3.0,US Masters,7.0,True,False,Celina Tio,Quickfire,IN,
5575,Masters Season 3,3.0,US Masters,7.0,True,False,Floyd Cardoz,Quickfire,LOW,
5576,Masters Season 3,3.0,US Masters,7.0,True,False,Hugh Acheson,Quickfire,WIN,
5577,Masters Season 3,3.0,US Masters,7.0,True,False,Mary Sue Milliken,Quickfire,HIGH,
5578,Masters Season 3,3.0,US Masters,7.0,True,False,Naomi Pomeroy,Quickfire,IN,
5579,Masters Season 3,3.0,US Masters,7.0,True,False,Traci Des Jardins,Quickfire,LOW,
5580,Masters Season 3,3.0,US Masters,7.0,False,False,Alex Stratta,Quickfire,,
5581,Masters Season 3,3.0,US Masters,7.0,False,False,George Mendes,Quickfire,,
5582,Masters Season 3,3.0,US Masters,7.0,False,False,John Currence,Quickfire,,
5583,Masters Season 3,3.0,US Masters,7.0,False,False,John Rivera Sedlar,Quickfire,,
5584,Masters Season 3,3.0,US Masters,7.0,False,False,Sue Zemanick,Quickfire,,
5585,Masters Season 3,3.0,US Masters,7.0,False,False,Suvir Saran,Quickfire,,
5586,Masters Season 3,3.0,US Masters,7.0,True,False,Celina Tio,Elimination,OUT,
5587,Masters Season 3,3.0,US Masters,7.0,True,False,Floyd Cardoz,Elimination,HIGH,
5588,Masters Season 3,3.0,US Masters,7.0,True,False,Hugh Acheson,Elimination,LOW,
5589,Masters Season 3,3.0,US Masters,7.0,True,False,Mary Sue Milliken,Elimination,HIGH,
5590,Masters Season 3,3.0,US Masters,7.0,True,False,Naomi Pomeroy,Elimination,WIN,
5591,Masters Season 3,3.0,US Masters,7.0,True,False,Traci Des Jardins,Elimination,LOW,
5592,Masters Season 3,3.0,US Masters,7.0,False,False,Alex Stratta,Elimination,,
5593,Masters Season 3,3.0,US Masters,7.0,False,False,George Mendes,Elimination,,
5594,Masters Season 3,3.0,US Masters,7.0,False,False,John Currence,Elimination,,
5595,Masters Season 3,3.0,US Masters,7.0,False,False,John Rivera Sedlar,Elimination,,
5596,Masters Season 3,3.0,US Masters,7.0,False,False,Sue Zemanick,Elimination,,
5597,Masters Season 3,3.0,US Masters,7.0,False,False,Suvir Saran,Elimination,,
5598,Masters Season 3,3.0,US Masters,8.0,True,False,Floyd Cardoz,Quickfire,HIGH,
5599,Masters Season 3,3.0,US Masters,8.0,True,False,Hugh Acheson,Quickfire,WIN,
5600,Masters Season 3,3.0,US Masters,8.0,True,False,Mary Sue Milliken,Quickfire,LOW,
5601,Masters Season 3,3.0,US Masters,8.0,True,False,Naomi Pomeroy,Quickfire,IN,
5602,Masters Season 3,3.0,US Masters,8.0,True,False,Traci Des Jardins,Quickfire,LOW,
5603,Masters Season 3,3.0,US Masters,8.0,False,False,Alex Stratta,Quickfire,,
5604,Masters Season 3,3.0,US Masters,8.0,False,False,Celina Tio,Quickfire,,
5605,Masters Season 3,3.0,US Masters,8.0,False,False,George Mendes,Quickfire,,
5606,Masters Season 3,3.0,US Masters,8.0,False,False,John Currence,Quickfire,,
5607,Masters Season 3,3.0,US Masters,8.0,False,False,John Rivera Sedlar,Quickfire,,
5608,Masters Season 3,3.0,US Masters,8.0,False,False,Sue Zemanick,Quickfire,,
5609,Masters Season 3,3.0,US Masters,8.0,False,False,Suvir Saran,Quickfire,,
5610,Masters Season 3,3.0,US Masters,8.0,True,False,Floyd Cardoz,Elimination,HIGH,
5611,Masters Season 3,3.0,US Masters,8.0,True,False,Hugh Acheson,Elimination,OUT,
5612,Masters Season 3,3.0,US Masters,8.0,True,False,Mary Sue Milliken,Elimination,WIN,
5613,Masters Season 3,3.0,US Masters,8.0,True,False,Naomi Pomeroy,Elimination,LOW,
5614,Masters Season 3,3.0,US Masters,8.0,True,False,Traci Des Jardins,Elimination,LOW,
5615,Masters Season 3,3.0,US Masters,8.0,False,False,Alex Stratta,Elimination,,
5616,Masters Season 3,3.0,US Masters,8.0,False,False,Celina Tio,Elimination,,
5617,Masters Season 3,3.0,US Masters,8.0,False,False,George Mendes,Elimination,,
5618,Masters Season 3,3.0,US Masters,8.0,False,False,John Currence,Elimination,,
5619,Masters Season 3,3.0,US Masters,8.0,False,False,John Rivera Sedlar,Elimination,,
5620,Masters Season 3,3.0,US Masters,8.0,False,False,Sue Zemanick,Elimination,,
5621,Masters Season 3,3.0,US Masters,8.0,False,False,Suvir Saran,Elimination,,
5622,Masters Season 3,3.0,US Masters,9.0,True,False,Floyd Cardoz,Quickfire,LOW,
5623,Masters Season 3,3.0,US Masters,9.0,True,False,Mary Sue Milliken,Quickfire,LOW,
5624,Masters Season 3,3.0,US Masters,9.0,True,False,Naomi Pomeroy,Quickfire,HIGH,
5625,Masters Season 3,3.0,US Masters,9.0,True,False,Traci Des Jardins,Quickfire,WIN,
5626,Masters Season 3,3.0,US Masters,9.0,False,False,Alex Stratta,Quickfire,,
5627,Masters Season 3,3.0,US Masters,9.0,False,False,Celina Tio,Quickfire,,
5628,Masters Season 3,3.0,US Masters,9.0,False,False,George Mendes,Quickfire,,
5629,Masters Season 3,3.0,US Masters,9.0,False,False,Hugh Acheson,Quickfire,,
5630,Masters Season 3,3.0,US Masters,9.0,False,False,John Currence,Quickfire,,
5631,Masters Season 3,3.0,US Masters,9.0,False,False,John Rivera Sedlar,Quickfire,,
5632,Masters Season 3,3.0,US Masters,9.0,False,False,Sue Zemanick,Quickfire,,
5633,Masters Season 3,3.0,US Masters,9.0,False,False,Suvir Saran,Quickfire,,
5634,Masters Season 3,3.0,US Masters,9.0,True,False,Floyd Cardoz,Elimination,IN,
5635,Masters Season 3,3.0,US Masters,9.0,True,False,Mary Sue Milliken,Elimination,WIN,
5636,Masters Season 3,3.0,US Masters,9.0,True,False,Naomi Pomeroy,Elimination,OUT,
5637,Masters Season 3,3.0,US Masters,9.0,True,False,Traci Des Jardins,Elimination,IN,
5638,Masters Season 3,3.0,US Masters,9.0,False,False,Alex Stratta,Elimination,,
5639,Masters Season 3,3.0,US Masters,9.0,False,False,Celina Tio,Elimination,,
5640,Masters Season 3,3.0,US Masters,9.0,False,False,George Mendes,Elimination,,
5641,Masters Season 3,3.0,US Masters,9.0,False,False,Hugh Acheson,Elimination,,
5642,Masters Season 3,3.0,US Masters,9.0,False,False,John Currence,Elimination,,
5643,Masters Season 3,3.0,US Masters,9.0,False,False,John Rivera Sedlar,Elimination,,
5644,Masters Season 3,3.0,US Masters,9.0,False,False,Sue Zemanick,Elimination,,
5645,Masters Season 3,3.0,US Masters,9.0,False,False,Suvir Saran,Elimination,,
5646,Masters Season 3,3.0,US Masters,10.0,True,False,Floyd Cardoz,Elimination,WINNER,
5647,Masters Season 3,3.0,US Masters,10.0,True,False,Mary Sue Milliken,Elimination,RUNNER-UP,
5648,Masters Season 3,3.0,US Masters,10.0,True,False,Traci Des Jardins,Elimination,RUNNER-UP,
5649,Masters Season 3,3.0,US Masters,10.0,False,False,Alex Stratta,Elimination,,
5650,Masters Season 3,3.0,US Masters,10.0,False,False,Celina Tio,Elimination,,
5651,Masters Season 3,3.0,US Masters,10.0,False,False,George Mendes,Elimination,,
5652,Masters Season 3,3.0,US Masters,10.0,False,False,Hugh Acheson,Elimination,,
5653,Masters Season 3,3.0,US Masters,10.0,False,False,John Currence,Elimination,,
5654,Masters Season 3,3.0,US Masters,10.0,False,False,John Rivera Sedlar,Elimination,,
5655,Masters Season 3,3.0,US Masters,10.0,False,False,Naomi Pomeroy,Elimination,,
5656,Masters Season 3,3.0,US Masters,10.0,False,False,Sue Zemanick,Elimination,,
5657,Masters Season 3,3.0,US Masters,10.0,False,False,Suvir Saran,Elimination,,
5658,Masters Season 4,4.0,US Masters,1.0,True,False,Art Smith,Quickfire,IN,
5659,Masters Season 4,4.0,US Masters,1.0,True,False,Chris Cosentino,Quickfire,WIN,
5660,Masters Season 4,4.0,US Masters,1.0,True,False,Clark Frasier,Quickfire,IN,
5661,Masters Season 4,4.0,US Masters,1.0,True,False,Debbie Gold,Quickfire,IN,
5662,Masters Season 4,4.0,US Masters,1.0,True,False,Kerry Heffernan,Quickfire,IN,
5663,Masters Season 4,4.0,US Masters,1.0,True,False,Lorena Garcia,Quickfire,IN,
5664,Masters Season 4,4.0,US Masters,1.0,True,False,Mark Gaier,Quickfire,IN,
5665,Masters Season 4,4.0,US Masters,1.0,True,False,Missy Robbins,Quickfire,IN,
5666,Masters Season 4,4.0,US Masters,1.0,True,False,Patricia Yeo,Quickfire,WIN,
5667,Masters Season 4,4.0,US Masters,1.0,True,False,Sue Torres,Quickfire,IN,
5668,Masters Season 4,4.0,US Masters,1.0,True,False,Takashi Tagihashi,Quickfire,IN,
5669,Masters Season 4,4.0,US Masters,1.0,True,False,Thierry Rautureau,Quickfire,IN,
5670,Masters Season 4,4.0,US Masters,1.0,True,True,Art Smith,Elimination,HIGH,
5671,Masters Season 4,4.0,US Masters,1.0,True,False,Chris Cosentino,Elimination,WIN,
5672,Masters Season 4,4.0,US Masters,1.0,True,False,Clark Frasier,Elimination,IN,
5673,Masters Season 4,4.0,US Masters,1.0,True,True,Debbie Gold,Elimination,LOW,
5674,Masters Season 4,4.0,US Masters,1.0,True,False,Kerry Heffernan,Elimination,HIGH,
5675,Masters Season 4,4.0,US Masters,1.0,True,False,Lorena Garcia,Elimination,HIGH,
5676,Masters Season 4,4.0,US Masters,1.0,True,False,Mark Gaier,Elimination,IN,
5677,Masters Season 4,4.0,US Masters,1.0,True,False,Missy Robbins,Elimination,WITHDREW,
5678,Masters Season 4,4.0,US Masters,1.0,True,False,Patricia Yeo,Elimination,HIGH,
5679,Masters Season 4,4.0,US Masters,1.0,True,False,Sue Torres,Elimination,OUT,
5680,Masters Season 4,4.0,US Masters,1.0,True,False,Takashi Tagihashi,Elimination,LOW,
5681,Masters Season 4,4.0,US Masters,1.0,True,False,Thierry Rautureau,Elimination,IN,
5682,Masters Season 4,4.0,US Masters,2.0,True,False,Art Smith,Elimination,LOW,
5683,Masters Season 4,4.0,US Masters,2.0,True,False,Chris Cosentino,Elimination,HIGH,
5684,Masters Season 4,4.0,US Masters,2.0,True,False,Clark Frasier,Elimination,IN,
5685,Masters Season 4,4.0,US Masters,2.0,True,False,Debbie Gold,Elimination,OUT,
5686,Masters Season 4,4.0,US Masters,2.0,True,False,Kerry Heffernan,Elimination,IN,
5687,Masters Season 4,4.0,US Masters,2.0,True,False,Lorena Garcia,Elimination,IN,
5688,Masters Season 4,4.0,US Masters,2.0,True,False,Mark Gaier,Elimination,LOW,
5689,Masters Season 4,4.0,US Masters,2.0,True,False,Patricia Yeo,Elimination,WIN,
5690,Masters Season 4,4.0,US Masters,2.0,True,False,Takashi Tagihashi,Elimination,HIGH,
5691,Masters Season 4,4.0,US Masters,2.0,True,False,Thierry Rautureau,Elimination,IN,
5692,Masters Season 4,4.0,US Masters,2.0,False,False,Missy Robbins,Elimination,,
5693,Masters Season 4,4.0,US Masters,2.0,False,False,Sue Torres,Elimination,,
5694,Masters Season 4,4.0,US Masters,3.0,True,False,Art Smith,Quickfire,IN,
5695,Masters Season 4,4.0,US Masters,3.0,True,False,Chris Cosentino,Quickfire,HIGH,
5696,Masters Season 4,4.0,US Masters,3.0,True,False,Clark Frasier,Quickfire,IN,
5697,Masters Season 4,4.0,US Masters,3.0,True,False,Kerry Heffernan,Quickfire,LOW,
5698,Masters Season 4,4.0,US Masters,3.0,True,False,Lorena Garcia,Quickfire,IN,
5699,Masters Season 4,4.0,US Masters,3.0,True,False,Mark Gaier,Quickfire,HIGH,
5700,Masters Season 4,4.0,US Masters,3.0,True,False,Patricia Yeo,Quickfire,IN,
5701,Masters Season 4,4.0,US Masters,3.0,True,False,Takashi Tagihashi,Quickfire,WIN,
5702,Masters Season 4,4.0,US Masters,3.0,True,False,Thierry Rautureau,Quickfire,LOW,
5703,Masters Season 4,4.0,US Masters,3.0,False,False,Debbie Gold,Quickfire,,
5704,Masters Season 4,4.0,US Masters,3.0,False,False,Missy Robbins,Quickfire,,
5705,Masters Season 4,4.0,US Masters,3.0,False,False,Sue Torres,Quickfire,,
5706,Masters Season 4,4.0,US Masters,3.0,True,False,Art Smith,Elimination,WIN,
5707,Masters Season 4,4.0,US Masters,3.0,True,False,Chris Cosentino,Elimination,HIGH,
5708,Masters Season 4,4.0,US Masters,3.0,True,False,Clark Frasier,Elimination,IN,
5709,Masters Season 4,4.0,US Masters,3.0,True,False,Kerry Heffernan,Elimination,LOW,
5710,Masters Season 4,4.0,US Masters,3.0,True,False,Lorena Garcia,Elimination,LOW,
5711,Masters Season 4,4.0,US Masters,3.0,True,False,Mark Gaier,Elimination,OUT,
5712,Masters Season 4,4.0,US Masters,3.0,True,False,Patricia Yeo,Elimination,IN,
5713,Masters Season 4,4.0,US Masters,3.0,True,False,Takashi Tagihashi,Elimination,IN,
5714,Masters Season 4,4.0,US Masters,3.0,True,False,Thierry Rautureau,Elimination,HIGH,
5715,Masters Season 4,4.0,US Masters,3.0,False,False,Debbie Gold,Elimination,,
5716,Masters Season 4,4.0,US Masters,3.0,False,False,Missy Robbins,Elimination,,
5717,Masters Season 4,4.0,US Masters,3.0,False,False,Sue Torres,Elimination,,
5718,Masters Season 4,4.0,US Masters,4.0,True,False,Art Smith,Quickfire,IN,
5719,Masters Season 4,4.0,US Masters,4.0,True,False,Chris Cosentino,Quickfire,IN,
5720,Masters Season 4,4.0,US Masters,4.0,True,False,Clark Frasier,Quickfire,IN,
5721,Masters Season 4,4.0,US Masters,4.0,True,False,Kerry Heffernan,Quickfire,HIGH,
5722,Masters Season 4,4.0,US Masters,4.0,True,False,Lorena Garcia,Quickfire,WIN,
5723,Masters Season 4,4.0,US Masters,4.0,True,False,Patricia Yeo,Quickfire,IN,
5724,Masters Season 4,4.0,US Masters,4.0,True,False,Takashi Tagihashi,Quickfire,IN,
5725,Masters Season 4,4.0,US Masters,4.0,True,False,Thierry Rautureau,Quickfire,HIGH,
5726,Masters Season 4,4.0,US Masters,4.0,False,False,Debbie Gold,Quickfire,,
5727,Masters Season 4,4.0,US Masters,4.0,False,False,Mark Gaier,Quickfire,,
5728,Masters Season 4,4.0,US Masters,4.0,False,False,Missy Robbins,Quickfire,,
5729,Masters Season 4,4.0,US Masters,4.0,False,False,Sue Torres,Quickfire,,
5730,Masters Season 4,4.0,US Masters,4.0,True,False,Art Smith,Elimination,LOW,
5731,Masters Season 4,4.0,US Masters,4.0,True,False,Chris Cosentino,Elimination,HIGH,
5732,Masters Season 4,4.0,US Masters,4.0,True,False,Clark Frasier,Elimination,OUT,
5733,Masters Season 4,4.0,US Masters,4.0,True,False,Kerry Heffernan,Elimination,LOW,
5734,Masters Season 4,4.0,US Masters,4.0,True,False,Lorena Garcia,Elimination,LOW,
5735,Masters Season 4,4.0,US Masters,4.0,True,False,Patricia Yeo,Elimination,HIGH,
5736,Masters Season 4,4.0,US Masters,4.0,True,False,Takashi Tagihashi,Elimination,WIN,
5737,Masters Season 4,4.0,US Masters,4.0,True,False,Thierry Rautureau,Elimination,WIN,
5738,Masters Season 4,4.0,US Masters,4.0,False,False,Debbie Gold,Elimination,,
5739,Masters Season 4,4.0,US Masters,4.0,False,False,Mark Gaier,Elimination,,
5740,Masters Season 4,4.0,US Masters,4.0,False,False,Missy Robbins,Elimination,,
5741,Masters Season 4,4.0,US Masters,4.0,False,False,Sue Torres,Elimination,,
5742,Masters Season 4,4.0,US Masters,5.0,True,False,Art Smith,Quickfire,HIGH,
5743,Masters Season 4,4.0,US Masters,5.0,True,False,Chris Cosentino,Quickfire,IN,
5744,Masters Season 4,4.0,US Masters,5.0,True,False,Kerry Heffernan,Quickfire,IN,
5745,Masters Season 4,4.0,US Masters,5.0,True,False,Lorena Garcia,Quickfire,HIGH,
5746,Masters Season 4,4.0,US Masters,5.0,True,False,Patricia Yeo,Quickfire,LOW,
5747,Masters Season 4,4.0,US Masters,5.0,True,False,Takashi Tagihashi,Quickfire,WIN,
5748,Masters Season 4,4.0,US Masters,5.0,True,False,Thierry Rautureau,Quickfire,IN,
5749,Masters Season 4,4.0,US Masters,5.0,False,False,Clark Frasier,Quickfire,,
5750,Masters Season 4,4.0,US Masters,5.0,False,False,Debbie Gold,Quickfire,,
5751,Masters Season 4,4.0,US Masters,5.0,False,False,Mark Gaier,Quickfire,,
5752,Masters Season 4,4.0,US Masters,5.0,False,False,Missy Robbins,Quickfire,,
5753,Masters Season 4,4.0,US Masters,5.0,False,False,Sue Torres,Quickfire,,
5754,Masters Season 4,4.0,US Masters,5.0,True,False,Art Smith,Elimination,HIGH,
5755,Masters Season 4,4.0,US Masters,5.0,True,False,Chris Cosentino,Elimination,LOW,
5756,Masters Season 4,4.0,US Masters,5.0,True,False,Kerry Heffernan,Elimination,HIGH,
5757,Masters Season 4,4.0,US Masters,5.0,True,False,Lorena Garcia,Elimination,WIN,
5758,Masters Season 4,4.0,US Masters,5.0,True,False,Patricia Yeo,Elimination,LOW,
5759,Masters Season 4,4.0,US Masters,5.0,True,False,Takashi Tagihashi,Elimination,HIGH,
5760,Masters Season 4,4.0,US Masters,5.0,True,False,Thierry Rautureau,Elimination,OUT,
5761,Masters Season 4,4.0,US Masters,5.0,False,False,Clark Frasier,Elimination,,
